gene	species	cys_position	oxidation_type	accession	observed_residue	status	source	source_note
AT1G09795	arabidopsis	101	s-nitrosylation	Q8GSJ1	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G09830	arabidopsis	411	s-nitrosylation	P52420	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G09850	arabidopsis	323	s-nitrosylation	F4I2M2	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G09870	arabidopsis	433	s-nitrosylation	F4I2M4	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G09940	arabidopsis	170	s-nitrosylation	P49294	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G10290	arabidopsis	342	s-nitrosylation	Q9SE83	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G10310	arabidopsis	167	s-nitrosylation	Q9SY73	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G10360	arabidopsis	199	s-nitrosylation	Q9FUS9	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G10370	arabidopsis	145	s-nitrosylation	Q9FUS8	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G10430	arabidopsis	17	s-nitrosylation	Q07098	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G10510	arabidopsis	489	s-nitrosylation	F4I4D0	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G10522	arabidopsis	115	s-nitrosylation	Q9XIK0	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G10630	arabidopsis	159	s-nitrosylation	F4I5U5	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G10670	arabidopsis	323	s-nitrosylation	Q9SGY2	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G10700	arabidopsis	102	s-nitrosylation	A0A1P8ANQ1	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G10760	arabidopsis	643	s-nitrosylation	Q9SAC6	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G10810	arabidopsis	241	s-nitrosylation	A0A1P8AWD7	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G10840	arabidopsis	132	s-nitrosylation	Q9C5Z2	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G10940	arabidopsis	150	s-nitrosylation	F4I7B6	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G10950	arabidopsis	103	s-nitrosylation	Q940G0	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G10960	arabidopsis	70	s-nitrosylation	O04090	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G11310	arabidopsis	95	s-nitrosylation	B3H6R0	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G11360	arabidopsis	145	s-nitrosylation	C0Z2J1	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G11430	arabidopsis	85	s-nitrosylation	Q9LPZ1	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G11650	arabidopsis	298	s-nitrosylation	Q9SAB3	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G11660	arabidopsis	140	s-nitrosylation	Q9SAB1	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G11680	arabidopsis	261	s-nitrosylation	Q9SAA9	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G11720	arabidopsis	1068	s-nitrosylation	F4IAG1	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G11750	arabidopsis	224	s-nitrosylation	F4IAG5	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G11840	arabidopsis	149	s-nitrosylation	O65398	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G11860	arabidopsis	90	s-nitrosylation	A0A2H1ZEA9	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G11870	arabidopsis	430	s-nitrosylation	Q8RWT8	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G11910	arabidopsis	422	s-nitrosylation	A0A1P8AV08	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G12000	arabidopsis	166	s-nitrosylation	Q8W4M5	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G12050	arabidopsis	66	s-nitrosylation	Q8RW90	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G12230	arabidopsis	151	s-nitrosylation	F4IC59	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G12240	arabidopsis	314	s-nitrosylation	Q39041	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G12250	arabidopsis	277	s-nitrosylation	Q8H1Q1	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G12270	arabidopsis	443	s-nitrosylation	Q9LNB6	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G12410	arabidopsis	162	s-nitrosylation	Q9XJ36	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G12470	arabidopsis	624	s-nitrosylation	F4IDS7	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G12780	arabidopsis	146	s-nitrosylation	Q42605	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G12840	arabidopsis	199	s-nitrosylation	C0SUV0	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G12900	arabidopsis	258	s-nitrosylation	A0A1P8APR6	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G12920	arabidopsis	386	s-nitrosylation	Q9LPV8	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G13060	arabidopsis	109	s-nitrosylation	O23717	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G13090	arabidopsis	191	s-nitrosylation	A0A2H1ZEB5	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G13110	arabidopsis	184	s-nitrosylation	Q96514	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G13180	arabidopsis	278	s-nitrosylation	Q9SAF1	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G13210	arabidopsis	42	s-nitrosylation	Q9SAF5	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G13270	arabidopsis	139	s-nitrosylation	F4HQQ8	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G13280	arabidopsis	110	s-nitrosylation	Q93ZC5	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G13320	arabidopsis	111	s-nitrosylation	F4HQR5	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G13440	arabidopsis	156	s-nitrosylation	C0Z2I0	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G13820	arabidopsis	131	s-nitrosylation	F4HSL3	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G13950	arabidopsis	57	s-nitrosylation	Q9XI91	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G14000	arabidopsis	151	s-nitrosylation	Q9XI87	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G14210	arabidopsis	92	s-nitrosylation	F4HUG9	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G14345	arabidopsis	178	s-nitrosylation	F4HUJ5	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G14410	arabidopsis	159	s-nitrosylation	Q9M9S3	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G14580	arabidopsis	101	s-nitrosylation	A0A1P8ANA3	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G14610	arabidopsis	312	s-nitrosylation	P93736	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G14670	arabidopsis	431	s-nitrosylation	Q940S0	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G14810	arabidopsis	225	s-nitrosylation	A0A1P8ANY1	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G14830	arabidopsis	176	s-nitrosylation	Q8LF21	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G14850	arabidopsis	1342	s-nitrosylation	F4HXV6	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G14910	arabidopsis	71	s-nitrosylation	A0A178W5R2	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G15060	arabidopsis	567	s-nitrosylation	A0A1P8ARL1	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G15130	arabidopsis	201	s-nitrosylation	F4HXZ1	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G15140	arabidopsis	141	s-nitrosylation	F4HXZ3	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G15210	arabidopsis	328	s-nitrosylation	Q7PC86	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G15230	arabidopsis	61	s-nitrosylation	Q9XI45	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G15250	arabidopsis	19	s-nitrosylation	Q8LFH7	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G15290	arabidopsis	96	s-nitrosylation	A0A1P8ATX7	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G15390	arabidopsis	232	s-nitrosylation	Q9FV53	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G15500	arabidopsis	496	s-nitrosylation	P92935	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G15690	arabidopsis	634	s-nitrosylation	P31414	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G15710	arabidopsis	171	s-nitrosylation	Q9LMR3	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G15750	arabidopsis	186	s-nitrosylation	Q94AI7	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G15930	arabidopsis	69	s-nitrosylation	Q9S9P1	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G15980	arabidopsis	406	s-nitrosylation	Q9S9N6	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT1G16020	arabidopsis	67	s-nitrosylation	F4I2S4	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
